,NAME,ZCTA,ZIP_TYPE,zip_join_type,PO_NAME,STATE,S1903_C03_015E,S1903_C03_034E
0,ZCTA5 00601,601,Zip Code Area,Zip matches ZCTA,Adjuntas,PR,15721,8336
1,ZCTA5 00602,602,Zip Code Area,Zip matches ZCTA,Aguada,PR,21060,10612
2,ZCTA5 00603,603,Zip Code Area,Zip matches ZCTA,Aguadilla,PR,19340,9663
3,ZCTA5 00603,603,Post Office or large volume customer,Spatial join to ZCTA,Aguadilla,PR,19340,9663
4,ZCTA5 00603,603,Post Office or large volume customer,Spatial join to ZCTA,Aguadilla,PR,19340,9663
5,ZCTA5 00606,606,Zip Code Area,Zip matches ZCTA,Maricao,PR,16176,12000
6,ZCTA5 00610,610,Zip Code Area,Zip matches ZCTA,Anasco,PR,23968,11448
7,ZCTA5 00612,612,Zip Code Area,Zip matches ZCTA,Arecibo,PR,24863,9868
8,ZCTA5 00612,612,Post Office or large volume customer,Spatial join to ZCTA,Arecibo,PR,24863,9868
9,ZCTA5 00612,612,Post Office or large volume customer,Spatial join to ZCTA,Arecibo,PR,24863,9868
10,ZCTA5 00616,616,Post Office or large volume customer,Zip matches ZCTA,Bajadero,PR,21587,10199
11,ZCTA5 00617,617,Zip Code Area,Zip matches ZCTA,Barceloneta,PR,19719,11174
12,ZCTA5 00622,622,Post Office or large volume customer,Zip matches ZCTA,Boqueron,PR,17861,9524
13,ZCTA5 00623,623,Zip Code Area,Zip matches ZCTA,Cabo Rojo,PR,20894,11710
14,ZCTA5 00624,624,Zip Code Area,Zip matches ZCTA,Penuelas,PR,20024,10915
15,ZCTA5 00627,627,Zip Code Area,Zip matches ZCTA,Camuy,PR,22142,9724
16,ZCTA5 00631,631,Zip Code Area,Zip matches ZCTA,Castaner,PR,13300,8421
17,ZCTA5 00637,637,Zip Code Area,Zip matches ZCTA,Sabana Grande,PR,22161,10920
18,ZCTA5 00638,638,Zip Code Area,Zip matches ZCTA,Ciales,PR,20391,10526
19,ZCTA5 00641,641,Post Office or large volume customer,Spatial join to ZCTA,Angeles,PR,19732,8440
20,ZCTA5 00641,641,Zip Code Area,Zip matches ZCTA,Utuado,PR,19732,8440
21,ZCTA5 00646,646,Zip Code Area,Zip matches ZCTA,Dorado,PR,38238,14805
22,ZCTA5 00647,647,Zip Code Area,Zip matches ZCTA,Ensenada,PR,18684,10953
23,ZCTA5 00650,650,Zip Code Area,Zip matches ZCTA,Florida,PR,21243,11915
24,ZCTA5 00652,652,Post Office or large volume customer,Zip matches ZCTA,Garrochales,PR,23575,14563
25,ZCTA5 00653,653,Zip Code Area,Zip matches ZCTA,Guanica,PR,13689,7770
26,ZCTA5 00656,656,Zip Code Area,Zip matches ZCTA,Guayanilla,PR,21235,11315
27,ZCTA5 00659,659,Zip Code Area,Zip matches ZCTA,Hatillo,PR,24405,11393
28,ZCTA5 00660,660,Zip Code Area,Zip matches ZCTA,Hormigueros,PR,24268,12855
29,ZCTA5 00662,662,Zip Code Area,Zip matches ZCTA,Isabela,PR,20357,11538
30,ZCTA5 00664,664,Zip Code Area,Zip matches ZCTA,Jayuya,PR,18370,4783
31,ZCTA5 00667,667,Zip Code Area,Zip matches ZCTA,Lajas,PR,16730,11785
32,ZCTA5 00669,669,Zip Code Area,Zip matches ZCTA,Lares,PR,19350,8622
33,ZCTA5 00670,670,Zip Code Area,Zip matches ZCTA,Las Marias,PR,22537,7473
34,ZCTA5 00674,674,Zip Code Area,Zip matches ZCTA,Manati,PR,23835,10662
35,ZCTA5 00676,676,Zip Code Area,Zip matches ZCTA,Moca,PR,19448,9881
36,ZCTA5 00677,677,Zip Code Area,Zip matches ZCTA,Rincon,PR,28771,10735
37,ZCTA5 00678,678,Zip Code Area,Zip matches ZCTA,Quebradillas,PR,22258,10693
38,ZCTA5 00680,680,Post Office or large volume customer,Spatial join to ZCTA,Rosario,PR,21681,8316
39,ZCTA5 00680,680,Zip Code Area,Zip matches ZCTA,Mayaguez,PR,21681,8316
40,ZCTA5 00680,680,Post Office or large volume customer,Spatial join to ZCTA,Mayaguez,PR,21681,8316
41,ZCTA5 00682,682,Zip Code Area,Zip matches ZCTA,Mayaguez,PR,21289,9655
42,ZCTA5 00683,683,Zip Code Area,Zip matches ZCTA,San German,PR,22267,9833
43,ZCTA5 00685,685,Zip Code Area,Zip matches ZCTA,San Sebastian,PR,20149,7286
44,ZCTA5 00687,687,Zip Code Area,Zip matches ZCTA,Morovis,PR,22593,10906
45,ZCTA5 00688,688,Post Office or large volume customer,Zip matches ZCTA,Sabana Hoyos,PR,20048,8702
46,ZCTA5 00690,690,Zip Code Area,Zip matches ZCTA,San Antonio,PR,17049,14405
47,ZCTA5 00692,692,Zip Code Area,Zip matches ZCTA,Vega Alta,PR,23081,12255
48,ZCTA5 00693,693,Zip Code Area,Zip matches ZCTA,Vega Baja,PR,24392,11820
49,ZCTA5 00694,694,Post Office or large volume customer,Zip matches ZCTA,Vega Baja,PR,0,0
50,ZCTA5 00698,698,Zip Code Area,Zip matches ZCTA,Yauco,PR,21026,9468
51,ZCTA5 00703,703,Zip Code Area,Zip matches ZCTA,Aguas Buenas,PR,22685,12097
52,ZCTA5 00704,704,Zip Code Area,Zip matches ZCTA,Aguirre,PR,22230,10018
53,ZCTA5 00705,705,Zip Code Area,Zip matches ZCTA,Aibonito,PR,23497,12111
54,ZCTA5 00707,707,Zip Code Area,Zip matches ZCTA,Maunabo,PR,24182,15208
55,ZCTA5 00714,714,Zip Code Area,Zip matches ZCTA,Arroyo,PR,18347,11204
56,ZCTA5 00715,715,Zip Code Area,Zip matches ZCTA,Mercedita,PR,16332,9849
57,ZCTA5 00716,716,Zip Code Area,Zip matches ZCTA,Ponce,PR,21278,11739
58,ZCTA5 00717,717,Zip Code Area,Zip matches ZCTA,Ponce,PR,17362,9051
59,ZCTA5 00718,718,Zip Code Area,Zip matches ZCTA,Naguabo,PR,21135,13996
60,ZCTA5 00718,718,Post Office or large volume customer,Spatial join to ZCTA,Rio Blanco,PR,21135,13996
61,ZCTA5 00719,719,Zip Code Area,Zip matches ZCTA,Naranjito,PR,22684,9807
62,ZCTA5 00720,720,Zip Code Area,Zip matches ZCTA,Orocovis,PR,18250,8609
63,ZCTA5 00723,723,Zip Code Area,Zip matches ZCTA,Patillas,PR,21275,9831
64,ZCTA5 00725,725,Zip Code Area,Zip matches ZCTA,Caguas,PR,28050,14052
65,ZCTA5 00725,725,Post Office or large volume customer,Spatial join to ZCTA,Caguas,PR,28050,14052
66,ZCTA5 00727,727,Zip Code Area,Zip matches ZCTA,Caguas,PR,36831,18250
67,ZCTA5 00728,728,Zip Code Area,Zip matches ZCTA,Ponce,PR,22399,13477
68,ZCTA5 00729,729,Zip Code Area,Zip matches ZCTA,Canovanas,PR,26995,12301
69,ZCTA5 00730,730,Zip Code Area,Zip matches ZCTA,Ponce,PR,21036,10295
70,ZCTA5 00730,730,Post Office or large volume customer,Spatial join to ZCTA,Ponce,PR,21036,10295
71,ZCTA5 00730,730,Post Office or large volume customer,Spatial join to ZCTA,Ponce,PR,21036,10295
72,ZCTA5 00730,730,Post Office or large volume customer,Spatial join to ZCTA,Ponce,PR,21036,10295
73,ZCTA5 00731,731,Zip Code Area,Zip matches ZCTA,Ponce,PR,20174,9375
74,ZCTA5 00735,735,Zip Code Area,Zip matches ZCTA,Ceiba,PR,22044,13744
75,ZCTA5 00735,735,Post Office or large volume customer,Spatial join to ZCTA,Roosevelt Roads,PR,22044,13744
76,ZCTA5 00736,736,Zip Code Area,Zip matches ZCTA,Cayey,PR,27508,11557
77,ZCTA5 00736,736,Post Office or large volume customer,Spatial join to ZCTA,Cayey,PR,27508,11557
78,ZCTA5 00738,738,Zip Code Area,Zip matches ZCTA,Fajardo,PR,23880,13006
79,ZCTA5 00739,739,Zip Code Area,Zip matches ZCTA,Cidra,PR,24200,13134
80,ZCTA5 00740,740,Zip Code Area,Zip matches ZCTA,Puerto Real,PR,12688,8625
81,ZCTA5 00741,741,Zip Code Area,Zip matches ZCTA,Punta Santiago,PR,27266,11443
82,ZCTA5 00745,745,Post Office or large volume customer,Spatial join to ZCTA,Palmer,PR,28428,12458
83,ZCTA5 00745,745,Zip Code Area,Zip matches ZCTA,Rio Grande,PR,28428,12458
84,ZCTA5 00751,751,Zip Code Area,Zip matches ZCTA,Salinas,PR,21167,10949
85,ZCTA5 00754,754,Zip Code Area,Zip matches ZCTA,San Lorenzo,PR,23884,10669
86,ZCTA5 00757,757,Zip Code Area,Zip matches ZCTA,Santa Isabel,PR,22953,12034
87,ZCTA5 00765,765,Zip Code Area,Zip matches ZCTA,Vieques,PR,17994,11455
88,ZCTA5 00766,766,Zip Code Area,Zip matches ZCTA,Villalba,PR,22056,11215
89,ZCTA5 00767,767,Zip Code Area,Zip matches ZCTA,Yabucoa,PR,22240,10434
90,ZCTA5 00769,769,Zip Code Area,Zip matches ZCTA,Coamo,PR,23610,11157
91,ZCTA5 00771,771,Zip Code Area,Zip matches ZCTA,Las Piedras,PR,26551,9951
92,ZCTA5 00772,772,Zip Code Area,Zip matches ZCTA,Loiza,PR,17942,9384
93,ZCTA5 00773,773,Zip Code Area,Zip matches ZCTA,Luquillo,PR,25297,15595
94,ZCTA5 00775,775,Zip Code Area,Zip matches ZCTA,Culebra,PR,33587,14375
95,ZCTA5 00777,777,Zip Code Area,Zip matches ZCTA,Juncos,PR,23158,13625
96,ZCTA5 00778,778,Zip Code Area,Zip matches ZCTA,Gurabo,PR,40122,14539
97,ZCTA5 00780,780,Zip Code Area,Zip matches ZCTA,Coto Laurel,PR,23058,10571
98,ZCTA5 00782,782,Zip Code Area,Zip matches ZCTA,Comerio,PR,18466,7952
99,ZCTA5 00783,783,Zip Code Area,Zip matches ZCTA,Corozal,PR,19771,9384
100,ZCTA5 00784,784,Zip Code Area,Zip matches ZCTA,Guayama,PR,21572,11961
101,ZCTA5 00784,784,Post Office or large volume customer,Spatial join to ZCTA,Guayama,PR,21572,11961
102,ZCTA5 00786,786,Post Office or large volume customer,Zip matches ZCTA,La Plata,PR,38798,0
103,ZCTA5 00791,791,Zip Code Area,Zip matches ZCTA,Humacao,PR,26828,12210
104,ZCTA5 00791,791,Post Office or large volume customer,Spatial join to ZCTA,Humacao,PR,26828,12210
105,ZCTA5 00794,794,Zip Code Area,Zip matches ZCTA,Barranquitas,PR,21658,11961
106,ZCTA5 00795,795,Zip Code Area,Zip matches ZCTA,Juana Diaz,PR,24050,11514
107,ZCTA5 00901,901,Zip Code Area,Zip matches ZCTA,San Juan,PR,42047,17304
108,ZCTA5 00901,901,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,42047,17304
109,ZCTA5 00906,906,Post Office or large volume customer,Zip matches ZCTA,San Juan,PR,0,156563
110,ZCTA5 00907,907,Zip Code Area,Zip matches ZCTA,San Juan,PR,55464,31082
111,ZCTA5 00907,907,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,55464,31082
112,ZCTA5 00909,909,Zip Code Area,Zip matches ZCTA,San Juan,PR,32102,14795
113,ZCTA5 00909,909,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,32102,14795
114,ZCTA5 00909,909,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,32102,14795
115,ZCTA5 00911,911,Zip Code Area,Zip matches ZCTA,San Juan,PR,50625,16900
116,ZCTA5 00911,911,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,50625,16900
117,ZCTA5 00912,912,Zip Code Area,Zip matches ZCTA,San Juan,PR,31571,20769
118,ZCTA5 00913,913,Zip Code Area,Zip matches ZCTA,San Juan,PR,5313,8183
119,ZCTA5 00915,915,Zip Code Area,Zip matches ZCTA,San Juan,PR,15527,9901
120,ZCTA5 00915,915,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,15527,9901
121,ZCTA5 00917,917,Zip Code Area,Zip matches ZCTA,San Juan,PR,22444,11250
122,ZCTA5 00917,917,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,22444,11250
123,ZCTA5 00918,918,Zip Code Area,Zip matches ZCTA,San Juan,PR,48596,22585
124,ZCTA5 00918,918,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,48596,22585
125,ZCTA5 00918,918,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,48596,22585
126,ZCTA5 00918,918,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,48596,22585
127,ZCTA5 00920,920,Zip Code Area,Zip matches ZCTA,San Juan,PR,33631,17260
128,ZCTA5 00921,921,Zip Code Area,Zip matches ZCTA,San Juan,PR,24295,14586
129,ZCTA5 00921,921,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,24295,14586
130,ZCTA5 00923,923,Zip Code Area,Zip matches ZCTA,San Juan,PR,20656,10787
131,ZCTA5 00923,923,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,20656,10787
132,ZCTA5 00924,924,Zip Code Area,Zip matches ZCTA,San Juan,PR,21691,13347
133,ZCTA5 00924,924,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,21691,13347
134,ZCTA5 00925,925,Zip Code Area,Zip matches ZCTA,San Juan,PR,22589,9257
135,ZCTA5 00925,925,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,22589,9257
136,ZCTA5 00925,925,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,22589,9257
137,ZCTA5 00926,926,Zip Code Area,Zip matches ZCTA,San Juan,PR,44369,20962
138,ZCTA5 00927,927,Zip Code Area,Zip matches ZCTA,San Juan,PR,56000,22973
139,ZCTA5 00934,934,Zip Code Area,Zip matches ZCTA,Fort Buchanan,PR,0,0
140,ZCTA5 00936,936,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,0,0
141,ZCTA5 00936,936,Post Office or large volume customer,Zip matches ZCTA,San Juan,PR,0,0
142,ZCTA5 00949,949,Zip Code Area,Zip matches ZCTA,Toa Baja,PR,31863,16699
143,ZCTA5 00950,950,Post Office or large volume customer,Zip matches ZCTA,Toa Baja,PR,0,0
144,ZCTA5 00951,951,Post Office or large volume customer,Zip matches ZCTA,Toa Baja,PR,0,0
145,ZCTA5 00952,952,Zip Code Area,Zip matches ZCTA,Sabana Seca,PR,17934,10668
146,ZCTA5 00953,953,Zip Code Area,Zip matches ZCTA,Toa Alta,PR,32748,12783
147,ZCTA5 00953,953,Post Office or large volume customer,Spatial join to ZCTA,Toa Alta,PR,32748,12783
148,ZCTA5 00956,956,Zip Code Area,Zip matches ZCTA,Bayamon,PR,28844,15263
149,ZCTA5 00957,957,Zip Code Area,Zip matches ZCTA,Bayamon,PR,31303,15045
150,ZCTA5 00957,957,Post Office or large volume customer,Spatial join to ZCTA,Bayamon,PR,31303,15045
151,ZCTA5 00959,959,Zip Code Area,Zip matches ZCTA,Bayamon,PR,36186,18292
152,ZCTA5 00960,960,Post Office or large volume customer,Zip matches ZCTA,Bayamon,PR,0,0
153,ZCTA5 00961,961,Zip Code Area,Zip matches ZCTA,Bayamon,PR,37544,18394
154,ZCTA5 00962,962,Zip Code Area,Zip matches ZCTA,Catano,PR,19947,9540
155,ZCTA5 00962,962,Post Office or large volume customer,Spatial join to ZCTA,Catano,PR,19947,9540
156,ZCTA5 00965,965,Zip Code Area,Zip matches ZCTA,Guaynabo,PR,18543,8218
157,ZCTA5 00965,965,Post Office or large volume customer,Spatial join to ZCTA,Trujillo Alto,PR,18543,8218
158,ZCTA5 00966,966,Zip Code Area,Zip matches ZCTA,Guaynabo,PR,63237,26391
159,ZCTA5 00968,968,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,84310,27091
160,ZCTA5 00968,968,Zip Code Area,Zip matches ZCTA,Guaynabo,PR,84310,27091
161,ZCTA5 00969,969,Zip Code Area,Zip matches ZCTA,Guaynabo,PR,57023,26678
162,ZCTA5 00969,969,Post Office or large volume customer,Spatial join to ZCTA,Guaynabo,PR,57023,26678
163,ZCTA5 00971,971,Post Office or large volume customer,Zip matches ZCTA,Guaynabo,PR,30963,13827
164,ZCTA5 00976,976,Zip Code Area,Zip matches ZCTA,Trujillo Alto,PR,38367,15788
165,ZCTA5 00976,976,Post Office or large volume customer,Spatial join to ZCTA,Saint Just,PR,38367,15788
166,ZCTA5 00979,979,Post Office or large volume customer,Spatial join to ZCTA,San Juan,PR,44240,26407
167,ZCTA5 00979,979,Zip Code Area,Zip matches ZCTA,Carolina,PR,44240,26407
168,ZCTA5 00979,979,Post Office or large volume customer,Spatial join to ZCTA,Carolina,PR,44240,26407
169,ZCTA5 00982,982,Zip Code Area,Zip matches ZCTA,Carolina,PR,29626,17352
170,ZCTA5 00983,983,Zip Code Area,Zip matches ZCTA,Carolina,PR,30059,18480
171,ZCTA5 00983,983,Post Office or large volume customer,Spatial join to ZCTA,Carolina,PR,30059,18480
172,ZCTA5 00985,985,Zip Code Area,Zip matches ZCTA,Carolina,PR,33155,15338
173,ZCTA5 00985,985,Post Office or large volume customer,Spatial join to ZCTA,Carolina,PR,33155,15338
174,ZCTA5 00987,987,Zip Code Area,Zip matches ZCTA,Carolina,PR,37524,17807
175,ZCTA5 00987,987,Post Office or large volume customer,Spatial join to ZCTA,Carolina,PR,37524,17807
176,ZCTA5 01001,1001,Zip Code Area,Zip matches ZCTA,Agawam,MA,89728,37294
177,ZCTA5 01002,1002,Zip Code Area,Zip matches ZCTA,Amherst,MA,114866,30441
178,ZCTA5 01002,1002,Post Office or large volume customer,Spatial join to ZCTA,Amherst,MA,114866,30441
179,ZCTA5 01002,1002,Post Office or large volume customer,Spatial join to ZCTA,North Amherst,MA,114866,30441
180,ZCTA5 01003,1003,Zip Code Area,Zip matches ZCTA,Amherst,MA,0,0
181,ZCTA5 01005,1005,Zip Code Area,Zip matches ZCTA,Barre,MA,108457,49026
182,ZCTA5 01007,1007,Zip Code Area,Zip matches ZCTA,Belchertown,MA,110360,51458
183,ZCTA5 01008,1008,Zip Code Area,Zip matches ZCTA,Blandford,MA,97083,72813
184,ZCTA5 01009,1009,Post Office or large volume customer,Zip matches ZCTA,Bondsville,MA,0,84688
185,ZCTA5 01010,1010,Zip Code Area,Zip matches ZCTA,Brimfield,MA,108750,29444
186,ZCTA5 01011,1011,Zip Code Area,Zip matches ZCTA,Chester,MA,71802,55750
187,ZCTA5 01012,1012,Zip Code Area,Zip matches ZCTA,Chesterfield,MA,85833,38750
188,ZCTA5 01013,1013,Zip Code Area,Zip matches ZCTA,Chicopee,MA,57302,27855
189,ZCTA5 01013,1013,Post Office or large volume customer,Spatial join to ZCTA,Chicopee,MA,57302,27855
190,ZCTA5 01020,1020,Zip Code Area,Zip matches ZCTA,Chicopee,MA,67092,34136
191,ZCTA5 01020,1020,Post Office or large volume customer,Spatial join to ZCTA,Chicopee,MA,67092,34136
192,ZCTA5 01022,1022,Zip Code Area,Zip matches ZCTA,Chicopee,MA,55819,38171
193,ZCTA5 01026,1026,Zip Code Area,Zip matches ZCTA,Cummington,MA,100556,55833
194,ZCTA5 01027,1027,Zip Code Area,Zip matches ZCTA,Easthampton,MA,83964,41392
195,ZCTA5 01028,1028,Zip Code Area,Zip matches ZCTA,East Longmeadow,MA,112600,38068
196,ZCTA5 01029,1029,Post Office or large volume customer,Zip matches ZCTA,East Otis,MA,92875,75500
197,ZCTA5 01030,1030,Zip Code Area,Zip matches ZCTA,Feeding Hills,MA,98427,48615
198,ZCTA5 01031,1031,Zip Code Area,Zip matches ZCTA,Gilbertville,MA,88194,28750
199,ZCTA5 01032,1032,Zip Code Area,Zip matches ZCTA,Goshen,MA,106250,34659
200,ZCTA5 01033,1033,Zip Code Area,Zip matches ZCTA,Granby,MA,116602,39519
201,ZCTA5 01034,1034,Zip Code Area,Zip matches ZCTA,Granville,MA,106250,52171
202,ZCTA5 01035,1035,Zip Code Area,Zip matches ZCTA,Hadley,MA,112656,51541
203,ZCTA5 01036,1036,Zip Code Area,Zip matches ZCTA,Hampden,MA,104896,50313
204,ZCTA5 01037,1037,Zip Code Area,Zip matches ZCTA,Hardwick,MA,107279,56250
205,ZCTA5 01038,1038,Zip Code Area,Zip matches ZCTA,Hatfield,MA,97813,48194
206,ZCTA5 01039,1039,Zip Code Area,Zip matches ZCTA,Haydenville,MA,94524,60521
207,ZCTA5 01040,1040,Zip Code Area,Zip matches ZCTA,Holyoke,MA,51704,31047
208,ZCTA5 01040,1040,Post Office or large volume customer,Spatial join to ZCTA,Holyoke,MA,51704,31047
209,ZCTA5 01050,1050,Zip Code Area,Zip matches ZCTA,Huntington,MA,87339,46438
210,ZCTA5 01053,1053,Zip Code Area,Zip matches ZCTA,Leeds,MA,52500,39265
211,ZCTA5 01054,1054,Zip Code Area,Zip matches ZCTA,Leverett,MA,100568,56500
212,ZCTA5 01056,1056,Zip Code Area,Zip matches ZCTA,Ludlow,MA,88480,37245
213,ZCTA5 01057,1057,Zip Code Area,Zip matches ZCTA,Monson,MA,100362,43015
214,ZCTA5 01060,1060,Zip Code Area,Zip matches ZCTA,Northampton,MA,111902,44977
215,ZCTA5 01060,1060,Post Office or large volume customer,Spatial join to ZCTA,Northampton,MA,111902,44977
216,ZCTA5 01062,1062,Zip Code Area,Zip matches ZCTA,Florence,MA,100175,32396
217,ZCTA5 01063,1063,Zip Code Area,Zip matches ZCTA,Northampton,MA,0,0
218,ZCTA5 01066,1066,Post Office or large volume customer,Zip matches ZCTA,North Hatfield,MA,0,0
219,ZCTA5 01068,1068,Zip Code Area,Zip matches ZCTA,Oakham,MA,87250,49000
220,ZCTA5 01069,1069,Zip Code Area,Zip matches ZCTA,Palmer,MA,92265,45270
221,ZCTA5 01070,1070,Zip Code Area,Zip matches ZCTA,Plainfield,MA,73333,47500
222,ZCTA5 01071,1071,Zip Code Area,Zip matches ZCTA,Russell,MA,91719,49583
223,ZCTA5 01072,1072,Zip Code Area,Zip matches ZCTA,Shutesbury,MA,91154,50313
224,ZCTA5 01073,1073,Zip Code Area,Zip matches ZCTA,Southampton,MA,121354,31815
225,ZCTA5 01074,1074,Post Office or large volume customer,Zip matches ZCTA,South Barre,MA,56275,0
226,ZCTA5 01075,1075,Zip Code Area,Zip matches ZCTA,South Hadley,MA,94236,52313
227,ZCTA5 01077,1077,Zip Code Area,Zip matches ZCTA,Southwick,MA,106852,38706
228,ZCTA5 01079,1079,Post Office or large volume customer,Zip matches ZCTA,Thorndike,MA,33073,0
229,ZCTA5 01080,1080,Zip Code Area,Zip matches ZCTA,Three Rivers,MA,79375,47292
230,ZCTA5 01081,1081,Zip Code Area,Zip matches ZCTA,Wales,MA,84464,49038
231,ZCTA5 01082,1082,Zip Code Area,Zip matches ZCTA,Ware,MA,69985,38931
232,ZCTA5 01083,1083,Post Office or large volume customer,Zip matches ZCTA,Warren,MA,84792,23004
233,ZCTA5 01084,1084,Zip Code Area,Zip matches ZCTA,West Chesterfield,MA,76250,0
234,ZCTA5 01085,1085,Zip Code Area,Zip matches ZCTA,Westfield,MA,92639,43243
235,ZCTA5 01086,1086,Post Office or large volume customer,Zip matches ZCTA,Westfield,MA,0,0
236,ZCTA5 01088,1088,Zip Code Area,Zip matches ZCTA,West Hatfield,MA,0,57685
237,ZCTA5 01089,1089,Zip Code Area,Zip matches ZCTA,West Springfield,MA,74077,37002
238,ZCTA5 01089,1089,Post Office or large volume customer,Spatial join to ZCTA,West Springfield,MA,74077,37002
239,ZCTA5 01092,1092,Zip Code Area,Zip matches ZCTA,West Warren,MA,82917,56330
240,ZCTA5 01093,1093,Post Office or large volume customer,Zip matches ZCTA,Whately,MA,115313,62045
241,ZCTA5 01094,1094,Post Office or large volume customer,Zip matches ZCTA,Wheelwright,MA,45069,17135
242,ZCTA5 01095,1095,Zip Code Area,Zip matches ZCTA,Wilbraham,MA,128110,38359
243,ZCTA5 01096,1096,Zip Code Area,Zip matches ZCTA,Williamsburg,MA,100000,39063
244,ZCTA5 01097,1097,Post Office or large volume customer,Zip matches ZCTA,Woronoco,MA,58611,0
245,ZCTA5 01098,1098,Zip Code Area,Zip matches ZCTA,Worthington,MA,90000,50774
246,ZCTA5 01103,1103,Zip Code Area,Zip matches ZCTA,Springfield,MA,31500,14641
247,ZCTA5 01103,1103,Post Office or large volume customer,Spatial join to ZCTA,Springfield,MA,31500,14641
248,ZCTA5 01103,1103,Post Office or large volume customer,Spatial join to ZCTA,Springfield,MA,31500,14641
249,ZCTA5 01104,1104,Post Office or large volume customer,Spatial join to ZCTA,Springfield,MA,49577,22148
250,ZCTA5 01104,1104,Post Office or large volume customer,Spatial join to ZCTA,Springfield,MA,49577,22148
251,ZCTA5 01104,1104,Zip Code Area,Zip matches ZCTA,Springfield,MA,49577,22148
252,ZCTA5 01105,1105,Zip Code Area,Zip matches ZCTA,Springfield,MA,26737,16737
253,ZCTA5 01106,1106,Zip Code Area,Zip matches ZCTA,Longmeadow,MA,150586,50417
254,ZCTA5 01106,1106,Post Office or large volume customer,Spatial join to ZCTA,Longmeadow,MA,150586,50417
255,ZCTA5 01107,1107,Zip Code Area,Zip matches ZCTA,Springfield,MA,40625,11663
256,ZCTA5 01108,1108,Zip Code Area,Zip matches ZCTA,Springfield,MA,53555,31571
257,ZCTA5 01108,1108,Post Office or large volume customer,Spatial join to ZCTA,Springfield,MA,53555,31571
258,ZCTA5 01109,1109,Zip Code Area,Zip matches ZCTA,Springfield,MA,42686,16171
259,ZCTA5 01109,1109,Post Office or large volume customer,Spatial join to ZCTA,Springfield,MA,42686,16171
260,ZCTA5 01109,1109,Post Office or large volume customer,Spatial join to ZCTA,Springfield,MA,42686,16171
261,ZCTA5 01118,1118,Zip Code Area,Zip matches ZCTA,Springfield,MA,78362,46535
262,ZCTA5 01119,1119,Zip Code Area,Zip matches ZCTA,Springfield,MA,57864,42384
263,ZCTA5 01128,1128,Zip Code Area,Zip matches ZCTA,Springfield,MA,87650,31250
264,ZCTA5 01129,1129,Zip Code Area,Zip matches ZCTA,Springfield,MA,81625,39671
265,ZCTA5 01151,1151,Zip Code Area,Zip matches ZCTA,Indian Orchard,MA,44379,31940
266,ZCTA5 01151,1151,Post Office or large volume customer,Spatial join to ZCTA,Springfield,MA,44379,31940
267,ZCTA5 01199,1199,Post Office or large volume customer,Zip matches ZCTA,Springfield,MA,0,0
268,ZCTA5 01201,1201,Zip Code Area,Zip matches ZCTA,Pittsfield,MA,75853,33050
269,ZCTA5 01201,1201,Post Office or large volume customer,Spatial join to ZCTA,Pittsfield,MA,75853,33050
270,ZCTA5 01201,1201,Post Office or large volume customer,Spatial join to ZCTA,Pittsfield,MA,75853,33050
271,ZCTA5 01220,1220,Zip Code Area,Zip matches ZCTA,Adams,MA,70519,28506
272,ZCTA5 01222,1222,Zip Code Area,Zip matches ZCTA,Ashley Falls,MA,59620,39276
273,ZCTA5 01223,1223,Zip Code Area,Zip matches ZCTA,Becket,MA,84000,0
274,ZCTA5 01224,1224,Zip Code Area,Zip matches ZCTA,Berkshire,MA,0,0
275,ZCTA5 01225,1225,Zip Code Area,Zip matches ZCTA,Cheshire,MA,89259,45000
276,ZCTA5 01226,1226,Zip Code Area,Zip matches ZCTA,Dalton,MA,91287,48467
277,ZCTA5 01226,1226,Post Office or large volume customer,Spatial join to ZCTA,Dalton,MA,91287,48467
278,ZCTA5 01229,1229,Post Office or large volume customer,Zip matches ZCTA,Glendale,MA,0,0
279,ZCTA5 01230,1230,Zip Code Area,Zip matches ZCTA,Great Barrington,MA,86132,38624
280,ZCTA5 01230,1230,Post Office or large volume customer,Spatial join to ZCTA,North Egremont,MA,86132,38624
281,ZCTA5 01235,1235,Zip Code Area,Zip matches ZCTA,Hinsdale,MA,79934,42583
282,ZCTA5 01236,1236,Zip Code Area,Zip matches ZCTA,Housatonic,MA,69567,0
