,NAME,ZCTA,ZIP_TYPE,zip_join_type,PO_NAME,STATE,S1903_C03_015E,S1903_C03_034E
36625,ZCTA5 89008,89008,Zip Code Area,Zip matches ZCTA,Caliente,NV,78482,22998
36626,ZCTA5 89010,89010,Post Office or large volume customer,Zip matches ZCTA,Dyer,NV,44750,21429
36627,ZCTA5 89011,89011,Zip Code Area,Zip matches ZCTA,Henderson,NV,89347,42368
36628,ZCTA5 89012,89012,Zip Code Area,Zip matches ZCTA,Henderson,NV,99486,52143
36629,ZCTA5 89012,89012,Post Office or large volume customer,Spatial join to ZCTA,Henderson,NV,99486,52143
36630,ZCTA5 89013,89013,Zip Code Area,Zip matches ZCTA,Goldfield,NV,58438,21852
36631,ZCTA5 89014,89014,Zip Code Area,Zip matches ZCTA,Henderson,NV,75029,44137
36632,ZCTA5 89014,89014,Post Office or large volume customer,Spatial join to ZCTA,Henderson,NV,75029,44137
36633,ZCTA5 89015,89015,Post Office or large volume customer,Spatial join to ZCTA,Henderson,NV,65287,37260
36634,ZCTA5 89015,89015,Zip Code Area,Zip matches ZCTA,Henderson,NV,65287,37260
36635,ZCTA5 89017,89017,Zip Code Area,Zip matches ZCTA,Hiko,NV,0,0
36636,ZCTA5 89018,89018,Zip Code Area,Zip matches ZCTA,Indian Springs,NV,50938,24479
36637,ZCTA5 89018,89018,Post Office or large volume customer,Spatial join to ZCTA,Indian Springs,NV,50938,24479
36638,ZCTA5 89019,89019,Zip Code Area,Zip matches ZCTA,Jean,NV,89558,0
36639,ZCTA5 89020,89020,Zip Code Area,Zip matches ZCTA,Amargosa Valley,NV,56579,31567
36640,ZCTA5 89021,89021,Zip Code Area,Zip matches ZCTA,Logandale,NV,85707,29063
36641,ZCTA5 89022,89022,Post Office or large volume customer,Zip matches ZCTA,Manhattan,NV,0,0
36642,ZCTA5 89025,89025,Post Office or large volume customer,Zip matches ZCTA,Moapa,NV,61500,15764
36643,ZCTA5 89025,89025,Post Office or large volume customer,Spatial join to ZCTA,Coyote Springs,NV,61500,15764
36644,ZCTA5 89025,89025,Post Office or large volume customer,Spatial join to ZCTA,Coyote Springs,NV,61500,15764
36645,ZCTA5 89026,89026,Post Office or large volume customer,Zip matches ZCTA,Jean,NV,0,0
36646,ZCTA5 89027,89027,Post Office or large volume customer,Spatial join to ZCTA,Mesquite,NV,68049,34614
36647,ZCTA5 89027,89027,Zip Code Area,Zip matches ZCTA,Mesquite,NV,68049,34614
36648,ZCTA5 89027,89027,Zip Code Area,Spatial join to ZCTA,Mesquite,NV,68049,34614
36649,ZCTA5 89029,89029,Post Office or large volume customer,Spatial join to ZCTA,Laughlin,NV,49347,26684
36650,ZCTA5 89029,89029,Zip Code Area,Zip matches ZCTA,Laughlin,NV,49347,26684
36651,ZCTA5 89030,89030,Zip Code Area,Zip matches ZCTA,North Las Vegas,NV,42354,20538
36652,ZCTA5 89030,89030,Post Office or large volume customer,Spatial join to ZCTA,North Las Vegas,NV,42354,20538
36653,ZCTA5 89030,89030,Post Office or large volume customer,Spatial join to ZCTA,North Las Vegas,NV,42354,20538
36654,ZCTA5 89031,89031,Zip Code Area,Zip matches ZCTA,North Las Vegas,NV,72109,46952
36655,ZCTA5 89032,89032,Zip Code Area,Zip matches ZCTA,North Las Vegas,NV,66911,41059
36656,ZCTA5 89039,89039,Zip Code Area,Zip matches ZCTA,Cal Nev Ari,NV,41071,0
36657,ZCTA5 89040,89040,Zip Code Area,Zip matches ZCTA,Overton,NV,77123,23382
36658,ZCTA5 89042,89042,Zip Code Area,Zip matches ZCTA,Panaca,NV,82063,0
36659,ZCTA5 89043,89043,Zip Code Area,Zip matches ZCTA,Pioche,NV,64758,54293
36660,ZCTA5 89044,89044,Zip Code Area,Zip matches ZCTA,Henderson,NV,107895,52303
36661,ZCTA5 89045,89045,Zip Code Area,Zip matches ZCTA,Round Mountain,NV,61699,61976
36662,ZCTA5 89046,89046,Zip Code Area,Zip matches ZCTA,Searchlight,NV,38958,0
36663,ZCTA5 89047,89047,Zip Code Area,Zip matches ZCTA,Silverpeak,NV,90357,60625
36664,ZCTA5 89048,89048,Post Office or large volume customer,Spatial join to ZCTA,Pahrump,NV,56154,26108
36665,ZCTA5 89048,89048,Zip Code Area,Zip matches ZCTA,Pahrump,NV,56154,26108
36666,ZCTA5 89049,89049,Zip Code Area,Zip matches ZCTA,Tonopah,NV,34107,29798
36667,ZCTA5 89052,89052,Zip Code Area,Zip matches ZCTA,Henderson,NV,104321,53340
36668,ZCTA5 89052,89052,Post Office or large volume customer,Spatial join to ZCTA,Henderson,NV,104321,53340
36669,ZCTA5 89054,89054,Zip Code Area,Zip matches ZCTA,Sloan,NV,0,0
36670,ZCTA5 89060,89060,Post Office or large volume customer,Spatial join to ZCTA,Mercury,NV,52552,35592
36671,ZCTA5 89060,89060,Zip Code Area,Zip matches ZCTA,Pahrump,NV,52552,35592
36672,ZCTA5 89061,89061,Zip Code Area,Zip matches ZCTA,Pahrump,NV,61148,33474
36673,ZCTA5 89074,89074,Zip Code Area,Zip matches ZCTA,Henderson,NV,90124,54106
36674,ZCTA5 89081,89081,Zip Code Area,Zip matches ZCTA,North Las Vegas,NV,73938,48912
36675,ZCTA5 89084,89084,Zip Code Area,Zip matches ZCTA,North Las Vegas,NV,84570,49222
36676,ZCTA5 89085,89085,Zip Code Area,Zip matches ZCTA,North Las Vegas,NV,104500,0
36677,ZCTA5 89086,89086,Zip Code Area,Spatial join to ZCTA,North Las Vegas,NV,49623,43973
36678,ZCTA5 89086,89086,Zip Code Area,Zip matches ZCTA,North Las Vegas,NV,49623,43973
36679,ZCTA5 89101,89101,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,37171,19412
36680,ZCTA5 89101,89101,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,37171,19412
36681,ZCTA5 89102,89102,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,41743,28277
36682,ZCTA5 89102,89102,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,41743,28277
36683,ZCTA5 89102,89102,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,41743,28277
36684,ZCTA5 89103,89103,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,46455,34673
36685,ZCTA5 89103,89103,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,46455,34673
36686,ZCTA5 89103,89103,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,46455,34673
36687,ZCTA5 89104,89104,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,50274,25059
36688,ZCTA5 89104,89104,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,50274,25059
36689,ZCTA5 89104,89104,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,50274,25059
36690,ZCTA5 89106,89106,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,41684,20838
36691,ZCTA5 89106,89106,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,41684,20838
36692,ZCTA5 89106,89106,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,41684,20838
36693,ZCTA5 89106,89106,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,41684,20838
36694,ZCTA5 89107,89107,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,54473,31147
36695,ZCTA5 89107,89107,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,54473,31147
36696,ZCTA5 89107,89107,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,54473,31147
36697,ZCTA5 89108,89108,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,54526,35500
36698,ZCTA5 89108,89108,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,54526,35500
36699,ZCTA5 89109,89109,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,43846,45917
36700,ZCTA5 89109,89109,Zip Code Area,Spatial join to ZCTA,Las Vegas,NV,43846,45917
36701,ZCTA5 89110,89110,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,51839,26038
36702,ZCTA5 89113,89113,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,88198,55397
36703,ZCTA5 89113,89113,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,88198,55397
36704,ZCTA5 89115,89115,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,43009,25135
36705,ZCTA5 89115,89115,Zip Code Area,Spatial join to ZCTA,Las Vegas,NV,43009,25135
36706,ZCTA5 89117,89117,Post Office or large volume customer,Spatial join to ZCTA,The Lakes,NV,75639,40643
36707,ZCTA5 89117,89117,Post Office or large volume customer,Spatial join to ZCTA,The Lakes,NV,75639,40643
36708,ZCTA5 89117,89117,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,75639,40643
36709,ZCTA5 89117,89117,Post Office or large volume customer,Spatial join to ZCTA,The Lakes,NV,75639,40643
36710,ZCTA5 89117,89117,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,75639,40643
36711,ZCTA5 89118,89118,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,67353,48136
36712,ZCTA5 89119,89119,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,47848,31290
36713,ZCTA5 89119,89119,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,47848,31290
36714,ZCTA5 89119,89119,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,47848,31290
36715,ZCTA5 89119,89119,Zip Code Area,Spatial join to ZCTA,Las Vegas,NV,47848,31290
36716,ZCTA5 89119,89119,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,47848,31290
36717,ZCTA5 89119,89119,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,47848,31290
36718,ZCTA5 89119,89119,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,47848,31290
36719,ZCTA5 89119,89119,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,47848,31290
36720,ZCTA5 89119,89119,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,47848,31290
36721,ZCTA5 89120,89120,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,66788,45625
36722,ZCTA5 89121,89121,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,53753,28485
36723,ZCTA5 89121,89121,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,53753,28485
36724,ZCTA5 89122,89122,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,57603,30373
36725,ZCTA5 89123,89123,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,88662,52730
36726,ZCTA5 89123,89123,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,88662,52730
36727,ZCTA5 89124,89124,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,106017,36528
36728,ZCTA5 89128,89128,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,71371,38794
36729,ZCTA5 89128,89128,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,71371,38794
36730,ZCTA5 89129,89129,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,88666,53612
36731,ZCTA5 89130,89130,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,83522,37170
36732,ZCTA5 89130,89130,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,83522,37170
36733,ZCTA5 89131,89131,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,106174,62157
36734,ZCTA5 89134,89134,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,84157,42098
36735,ZCTA5 89134,89134,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,84157,42098
36736,ZCTA5 89135,89135,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,117511,68906
36737,ZCTA5 89138,89138,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,128937,76921
36738,ZCTA5 89139,89139,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,81169,59540
36739,ZCTA5 89141,89141,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,96168,61227
36740,ZCTA5 89142,89142,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,60998,28143
36741,ZCTA5 89142,89142,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,60998,28143
36742,ZCTA5 89143,89143,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,88316,59808
36743,ZCTA5 89144,89144,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,100488,60514
36744,ZCTA5 89145,89145,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,74681,40646
36745,ZCTA5 89146,89146,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,64947,36794
36746,ZCTA5 89146,89146,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,64947,36794
36747,ZCTA5 89146,89146,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,64947,36794
36748,ZCTA5 89147,89147,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,67016,46545
36749,ZCTA5 89148,89148,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,81952,60412
36750,ZCTA5 89149,89149,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,94929,55257
36751,ZCTA5 89156,89156,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,58926,30890
36752,ZCTA5 89161,89161,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,0,0
36753,ZCTA5 89166,89166,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,104741,74608
36754,ZCTA5 89169,89169,Post Office or large volume customer,Spatial join to ZCTA,Las Vegas,NV,37250,26123
36755,ZCTA5 89169,89169,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,37250,26123
36756,ZCTA5 89178,89178,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,99788,57923
36757,ZCTA5 89179,89179,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,94250,95093
36758,ZCTA5 89183,89183,Zip Code Area,Zip matches ZCTA,Las Vegas,NV,69918,53023
36759,ZCTA5 89191,89191,Zip Code Area,Zip matches ZCTA,Nellis AFB,NV,0,0
36760,ZCTA5 89301,89301,Zip Code Area,Zip matches ZCTA,Ely,NV,74826,32540
36761,ZCTA5 89301,89301,Post Office or large volume customer,Spatial join to ZCTA,Ely,NV,74826,32540
36762,ZCTA5 89310,89310,Zip Code Area,Zip matches ZCTA,Austin,NV,109018,23068
36763,ZCTA5 89311,89311,Zip Code Area,Zip matches ZCTA,Baker,NV,73250,0
36764,ZCTA5 89314,89314,Post Office or large volume customer,Zip matches ZCTA,Duckwater,NV,48438,37750
36765,ZCTA5 89316,89316,Zip Code Area,Zip matches ZCTA,Eureka,NV,90968,0
36766,ZCTA5 89317,89317,Zip Code Area,Zip matches ZCTA,Lund,NV,59813,0
36767,ZCTA5 89318,89318,Post Office or large volume customer,Zip matches ZCTA,Mc Gill,NV,56136,40688
36768,ZCTA5 89319,89319,Post Office or large volume customer,Zip matches ZCTA,Ruth,NV,81018,0
36769,ZCTA5 89402,89402,Zip Code Area,Zip matches ZCTA,Crystal Bay,NV,0,0
36770,ZCTA5 89403,89403,Zip Code Area,Zip matches ZCTA,Dayton,NV,83046,43135
36771,ZCTA5 89404,89404,Zip Code Area,Zip matches ZCTA,Denio,NV,0,0
36772,ZCTA5 89405,89405,Zip Code Area,Zip matches ZCTA,Empire,NV,0,0
36773,ZCTA5 89406,89406,Zip Code Area,Zip matches ZCTA,Fallon,NV,71221,39044
36774,ZCTA5 89406,89406,Post Office or large volume customer,Spatial join to ZCTA,Fallon,NV,71221,39044
36775,ZCTA5 89406,89406,Post Office or large volume customer,Spatial join to ZCTA,Fallon,NV,71221,39044
36776,ZCTA5 89408,89408,Zip Code Area,Zip matches ZCTA,Fernley,NV,77626,47231
36777,ZCTA5 89409,89409,Zip Code Area,Zip matches ZCTA,Gabbs,NV,0,0
36778,ZCTA5 89410,89410,Zip Code Area,Zip matches ZCTA,Gardnerville,NV,87345,31275
36779,ZCTA5 89411,89411,Post Office or large volume customer,Zip matches ZCTA,Genoa,NV,195216,100366
36780,ZCTA5 89412,89412,Zip Code Area,Zip matches ZCTA,Gerlach,NV,0,0
36781,ZCTA5 89413,89413,Zip Code Area,Zip matches ZCTA,Glenbrook,NV,0,52361
36782,ZCTA5 89414,89414,Zip Code Area,Zip matches ZCTA,Golconda,NV,0,53092
36783,ZCTA5 89415,89415,Zip Code Area,Zip matches ZCTA,Hawthorne,NV,51434,17292
36784,ZCTA5 89418,89418,Zip Code Area,Zip matches ZCTA,Imlay,NV,0,0
36785,ZCTA5 89419,89419,Zip Code Area,Zip matches ZCTA,Lovelock,NV,60833,46648
36786,ZCTA5 89420,89420,Zip Code Area,Zip matches ZCTA,Luning,NV,0,0
36787,ZCTA5 89421,89421,Post Office or large volume customer,Zip matches ZCTA,Mc Dermitt,NV,42917,14184
36788,ZCTA5 89422,89422,Post Office or large volume customer,Zip matches ZCTA,Mina,NV,137656,24271
36789,ZCTA5 89423,89423,Zip Code Area,Zip matches ZCTA,Minden,NV,89323,46650
36790,ZCTA5 89424,89424,Zip Code Area,Zip matches ZCTA,Nixon,NV,0,0
36791,ZCTA5 89425,89425,Zip Code Area,Zip matches ZCTA,Orovada,NV,0,0
36792,ZCTA5 89426,89426,Zip Code Area,Zip matches ZCTA,Paradise Valley,NV,111406,0
36793,ZCTA5 89427,89427,Zip Code Area,Zip matches ZCTA,Schurz,NV,31544,15469
36794,ZCTA5 89428,89428,Post Office or large volume customer,Zip matches ZCTA,Silver City,NV,70625,23542
36795,ZCTA5 89429,89429,Zip Code Area,Zip matches ZCTA,Silver Springs,NV,57378,25323
36796,ZCTA5 89430,89430,Zip Code Area,Zip matches ZCTA,Smith,NV,0,73616
36797,ZCTA5 89431,89431,Zip Code Area,Zip matches ZCTA,Sparks,NV,57611,33034
36798,ZCTA5 89431,89431,Post Office or large volume customer,Spatial join to ZCTA,Sparks,NV,57611,33034
36799,ZCTA5 89433,89433,Zip Code Area,Zip matches ZCTA,Sun Valley,NV,58873,34397
36800,ZCTA5 89434,89434,Zip Code Area,Zip matches ZCTA,Sparks,NV,78333,44094
36801,ZCTA5 89434,89434,Post Office or large volume customer,Spatial join to ZCTA,Sparks,NV,78333,44094
36802,ZCTA5 89436,89436,Zip Code Area,Zip matches ZCTA,Sparks,NV,103586,53308
36803,ZCTA5 89438,89438,Post Office or large volume customer,Zip matches ZCTA,Valmy,NV,0,0
36804,ZCTA5 89439,89439,Zip Code Area,Zip matches ZCTA,Verdi,NV,81875,33750
36805,ZCTA5 89440,89440,Zip Code Area,Zip matches ZCTA,Virginia City,NV,112112,47950
36806,ZCTA5 89441,89441,Zip Code Area,Zip matches ZCTA,Sparks,NV,113760,55761
36807,ZCTA5 89442,89442,Zip Code Area,Zip matches ZCTA,Wadsworth,NV,56630,35250
36808,ZCTA5 89444,89444,Zip Code Area,Zip matches ZCTA,Wellington,NV,70956,27027
36809,ZCTA5 89445,89445,Zip Code Area,Zip matches ZCTA,Winnemucca,NV,81836,39767
36810,ZCTA5 89446,89446,Post Office or large volume customer,Zip matches ZCTA,Winnemucca,NV,0,0
36811,ZCTA5 89447,89447,Zip Code Area,Zip matches ZCTA,Yerington,NV,48845,25011
36812,ZCTA5 89448,89448,Zip Code Area,Zip matches ZCTA,Zephyr Cove,NV,115795,73542
36813,ZCTA5 89449,89449,Zip Code Area,Zip matches ZCTA,Stateline,NV,59867,45729
36814,ZCTA5 89450,89450,Post Office or large volume customer,Zip matches ZCTA,Incline Village,NV,0,0
36815,ZCTA5 89451,89451,Zip Code Area,Zip matches ZCTA,Incline Village,NV,139375,80357
36816,ZCTA5 89451,89451,Post Office or large volume customer,Spatial join to ZCTA,Incline Village,NV,139375,80357
36817,ZCTA5 89460,89460,Zip Code Area,Zip matches ZCTA,Gardnerville,NV,76948,38573
36818,ZCTA5 89501,89501,Zip Code Area,Zip matches ZCTA,Reno,NV,71406,41287
36819,ZCTA5 89501,89501,Post Office or large volume customer,Spatial join to ZCTA,Reno,NV,71406,41287
36820,ZCTA5 89501,89501,Post Office or large volume customer,Spatial join to ZCTA,Reno,NV,71406,41287
36821,ZCTA5 89502,89502,Zip Code Area,Zip matches ZCTA,Reno,NV,56326,36303
36822,ZCTA5 89502,89502,Post Office or large volume customer,Spatial join to ZCTA,Reno,NV,56326,36303
36823,ZCTA5 89502,89502,Post Office or large volume customer,Spatial join to ZCTA,Reno,NV,56326,36303
36824,ZCTA5 89502,89502,Post Office or large volume customer,Spatial join to ZCTA,Reno,NV,56326,36303
36825,ZCTA5 89502,89502,Post Office or large volume customer,Spatial join to ZCTA,Reno,NV,56326,36303
36826,ZCTA5 89503,89503,Zip Code Area,Zip matches ZCTA,Reno,NV,73134,35275
36827,ZCTA5 89503,89503,Post Office or large volume customer,Spatial join to ZCTA,Reno,NV,73134,35275
36828,ZCTA5 89503,89503,Post Office or large volume customer,Spatial join to ZCTA,Reno,NV,73134,35275
36829,ZCTA5 89506,89506,Zip Code Area,Zip matches ZCTA,Reno,NV,71382,52124
36830,ZCTA5 89506,89506,Post Office or large volume customer,Spatial join to ZCTA,Reno,NV,71382,52124
36831,ZCTA5 89508,89508,Zip Code Area,Zip matches ZCTA,Reno,NV,85546,51940
36832,ZCTA5 89509,89509,Zip Code Area,Zip matches ZCTA,Reno,NV,96594,43978
36833,ZCTA5 89510,89510,Zip Code Area,Zip matches ZCTA,Reno,NV,82853,38438
36834,ZCTA5 89511,89511,Zip Code Area,Zip matches ZCTA,Reno,NV,130862,61131
36835,ZCTA5 89512,89512,Post Office or large volume customer,Spatial join to ZCTA,Reno,NV,51862,24111
36836,ZCTA5 89512,89512,Zip Code Area,Zip matches ZCTA,Reno,NV,51862,24111
36837,ZCTA5 89512,89512,Post Office or large volume customer,Spatial join to ZCTA,Reno,NV,51862,24111
36838,ZCTA5 89519,89519,Zip Code Area,Zip matches ZCTA,Reno,NV,146389,77500
36839,ZCTA5 89521,89521,Zip Code Area,Zip matches ZCTA,Reno,NV,110503,75988
36840,ZCTA5 89523,89523,Zip Code Area,Zip matches ZCTA,Reno,NV,96865,57804
36841,ZCTA5 89523,89523,Post Office or large volume customer,Spatial join to ZCTA,Reno,NV,96865,57804
36842,ZCTA5 89701,89701,Zip Code Area,Zip matches ZCTA,Carson City,NV,67149,42319
36843,ZCTA5 89701,89701,Post Office or large volume customer,Spatial join to ZCTA,Carson City,NV,67149,42319
36844,ZCTA5 89701,89701,Post Office or large volume customer,Spatial join to ZCTA,Carson City,NV,67149,42319
36845,ZCTA5 89701,89701,Post Office or large volume customer,Spatial join to ZCTA,Carson City,NV,67149,42319
36846,ZCTA5 89701,89701,Post Office or large volume customer,Spatial join to ZCTA,Carson City,NV,67149,42319
36847,ZCTA5 89702,89702,Post Office or large volume customer,Zip matches ZCTA,Carson City,NV,0,0
36848,ZCTA5 89703,89703,Zip Code Area,Zip matches ZCTA,Carson City,NV,102745,41563
36849,ZCTA5 89704,89704,Zip Code Area,Zip matches ZCTA,Washoe Valley,NV,86929,55625
36850,ZCTA5 89705,89705,Zip Code Area,Zip matches ZCTA,Carson City,NV,70080,50000
36851,ZCTA5 89706,89706,Zip Code Area,Zip matches ZCTA,Carson City,NV,61824,29504
36852,ZCTA5 89706,89706,Post Office or large volume customer,Spatial join to ZCTA,Carson City,NV,61824,29504
36853,ZCTA5 89801,89801,Zip Code Area,Zip matches ZCTA,Elko,NV,91872,50694
36854,ZCTA5 89801,89801,Post Office or large volume customer,Spatial join to ZCTA,Elko,NV,91872,50694
36855,ZCTA5 89801,89801,Post Office or large volume customer,Spatial join to ZCTA,Elko,NV,91872,50694
36856,ZCTA5 89815,89815,Zip Code Area,Zip matches ZCTA,Spring Creek,NV,106674,76250
36857,ZCTA5 89820,89820,Zip Code Area,Zip matches ZCTA,Battle Mountain,NV,89607,24454
36858,ZCTA5 89821,89821,Zip Code Area,Zip matches ZCTA,Crescent Valley,NV,66643,0
36859,ZCTA5 89822,89822,Zip Code Area,Zip matches ZCTA,Carlin,NV,84375,33158
36860,ZCTA5 89823,89823,Zip Code Area,Zip matches ZCTA,Deeth,NV,62917,0
36861,ZCTA5 89825,89825,Zip Code Area,Zip matches ZCTA,Jackpot,NV,0,23878
36862,ZCTA5 89826,89826,Post Office or large volume customer,Zip matches ZCTA,Jarbidge,NV,0,0
36863,ZCTA5 89828,89828,Post Office or large volume customer,Zip matches ZCTA,Lamoille,NV,0,0
36864,ZCTA5 89830,89830,Post Office or large volume customer,Zip matches ZCTA,Montello,NV,0,0
36865,ZCTA5 89831,89831,Zip Code Area,Zip matches ZCTA,Mountain City,NV,0,0
36866,ZCTA5 89832,89832,Post Office or large volume customer,Zip matches ZCTA,Owyhee,NV,55972,23906
36867,ZCTA5 89833,89833,Zip Code Area,Zip matches ZCTA,Ruby Valley,NV,78083,33281
36868,ZCTA5 89834,89834,Zip Code Area,Zip matches ZCTA,Tuscarora,NV,0,0
36869,ZCTA5 89835,89835,Zip Code Area,Zip matches ZCTA,Wells,NV,63611,20800
36870,ZCTA5 89883,89883,Zip Code Area,Zip matches ZCTA,West Wendover,NV,79295,24529
36871,ZCTA5 90001,90001,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,50344,21458
36872,ZCTA5 90001,90001,Post Office or large volume customer,Spatial join to ZCTA,Los Angeles,CA,50344,21458
36873,ZCTA5 90001,90001,Post Office or large volume customer,Spatial join to ZCTA,Los Angeles,CA,50344,21458
36874,ZCTA5 90001,90001,Post Office or large volume customer,Spatial join to ZCTA,Los Angeles,CA,50344,21458
36875,ZCTA5 90001,90001,Post Office or large volume customer,Spatial join to ZCTA,Los Angeles,CA,50344,21458
36876,ZCTA5 90001,90001,Post Office or large volume customer,Spatial join to ZCTA,Los Angeles,CA,50344,21458
36877,ZCTA5 90001,90001,Post Office or large volume customer,Spatial join to ZCTA,Los Angeles,CA,50344,21458
36878,ZCTA5 90001,90001,Post Office or large volume customer,Spatial join to ZCTA,Los Angeles,CA,50344,21458
36879,ZCTA5 90002,90002,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,45417,20671
36880,ZCTA5 90003,90003,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,44595,18478
36881,ZCTA5 90004,90004,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,58073,46222
36882,ZCTA5 90005,90005,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,49552,35102
36883,ZCTA5 90006,90006,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,37185,32468
36884,ZCTA5 90007,90007,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,41172,17801
36885,ZCTA5 90008,90008,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,72036,33882
36886,ZCTA5 90010,90010,Post Office or large volume customer,Zip matches ZCTA,Los Angeles,CA,68973,69120
36887,ZCTA5 90011,90011,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,43691,25109
36888,ZCTA5 90012,90012,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,45934,48515
36889,ZCTA5 90012,90012,Post Office or large volume customer,Spatial join to ZCTA,Los Angeles,CA,45934,48515
36890,ZCTA5 90012,90012,Post Office or large volume customer,Spatial join to ZCTA,Los Angeles,CA,45934,48515
36891,ZCTA5 90013,90013,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,116094,17365
36892,ZCTA5 90014,90014,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,98056,26455
36893,ZCTA5 90015,90015,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,47273,50451
36894,ZCTA5 90015,90015,Post Office or large volume customer,Spatial join to ZCTA,Los Angeles,CA,47273,50451
36895,ZCTA5 90016,90016,Zip Code Area,Zip matches ZCTA,Los Angeles,CA,57602,40868
